batch,code,strength,size,start,api_code,api_batch,smcc_batch,lactose_batch,starch_batch,api_water,api_total_impurities,api_l_impurity,api_content,api_ps01,api_ps05,api_ps09,lactose_water,lactose_sieve0045,lactose_sieve015,lactose_sieve025,smcc_water,smcc_td,smcc_bd,smcc_ps01,smcc_ps05,smcc_ps09,starch_ph,starch_water,tbl_min_thickness,tbl_max_thickness,fct_min_thickness,fct_max_thickness,tbl_min_weight,tbl_max_weight,tbl_rsd_weight,fct_rsd_weight,tbl_min_hardness,tbl_max_hardness,tbl_av_hardness,fct_min_hardness,fct_max_hardness,fct_av_hardness,tbl_max_diameter,fct_max_diameter,tbl_tensile,fct_tensile,tbl_yield,batch_yield,dissolution_av,dissolution_min,resodual_solvent,impurities_total,impurity_o,impurity_l,tbl_speed_mean,tbl_speed_change,tbl_speed_0_duration,total_waste,startup_waste,weekend,fom_mean,fom_change,SREL_startup_mean,SREL_production_mean,SREL_production_max,main_CompForce mean,main_CompForce_sd,main_CompForce_median,pre_CompForce_mean,tbl_fill_mean,tbl_fill_sd,cyl_height_mean,stiffness_mean,stiffness_max,stiffness_min,ejection_mean,ejection_max,ejection_min,Startup_tbl_fill_maxDifference,Startup_main_CompForce_mean,Startup_tbl_fill_mean,Drug release average (%),Drug release min (%),Residual solvent,Total impurities,Impurity O,Impurity L,Batch Size (tablets),Normalisation factor
820,17,20M,960000,nov.20,3,201,15,18,14,1.74,0.28,                                                    ,93.8,3.82,48.19,175.49,0.05,19,52,81,4.569,0.43,0.31,33.98,121.829,258.652,4.3,2.557,4.0,4.0,4.0,4.1,221.0,228.0,0.73,0.88,44.0,66.0,53,66.64,96.04,84.28,8.0,8.1,1.054936306,1.616426638,98.58,98.58,89.83,85,0.12,0.05,0.05,0.05,119.8754691,2.916666667,82.29166667,900.1041667,8578,no,79.95694444,16,4.148387097,3.421375921,7.2,6.861095506,0.056689437,6.9,0.0,6.529806882,0.081114458,1.96,31.9195927,53,15,3.654845506,11,0,0.88,6.996666667,6.420666667,89.83,85.0,0.12,0.05,0.05,0.05,960000,9.6
821,17,20M,960000,nov.20,3,201,15,18,14,1.74,0.28,                                                    ,93.8,3.82,48.19,175.49,0.05,19,52,81,4.569,0.43,0.31,33.98,121.829,258.652,4.3,2.557,3.9,4.0,4.0,4.1,222.0,229.0,0.82,0.89,47.0,66.0,56,77.42,97.02,84.28,8.0,8.1,1.114649682,1.616426638,99.1,99.006,89.67,85,0.09,0.05,0.05,0.05,120.0,1.145833333,41.66666667,453.5416667,4349,no,79.95688456,12,9.629411765,3.864148304,8.8,7.460580623,0.065248184,7.5,0.036970969,6.442291011,0.058221525,1.88,44.44805876,53,37,5.468695348,10,1,0.1,7.226666667,6.480666667,89.67,85.0,0.09,0.05,0.05,0.05,960000,9.6
822,17,20M,960000,nov.20,3,201,15,18,14,1.74,0.28,                                                    ,93.8,3.82,48.19,175.49,0.05,19,52,81,4.569,0.43,0.31,33.98,121.829,258.652,4.3,2.557,3.9,4.0,4.0,4.1,222.0,230.0,0.96,0.84,36.0,63.0,51,68.6,90.16,78.4,8.0,8.1,1.015127389,1.503652687,99.147,99.053,86.42,78,0.04,0.05,0.05,0.05,119.9576159,1.666666667,37.70833333,483.9583333,4587,no,79.97839721,11,8.605555556,3.910518934,8.2,6.858870968,0.061904659,6.9,0.0,6.397482468,0.064414706,1.969817672,41.13604488,58,34,4.28997195,9,0,0.22,7.558823529,6.384705882,86.42,78.0,0.04,0.05,0.05,0.05,960000,9.6
823,17,20M,960000,nov.20,3,202,15,18,14,2,0.38,                                                    ,93.7,5,47,159,0.05,19,52,81,4.569,0.43,0.31,33.98,121.829,258.652,4.3,2.557,3.9,4.0,4.0,4.1,220.0,228.0,1.02,0.92,40.0,60.0,51,74.48,88.2,79.38,8.1,8.1,1.002594952,1.522448346,99.431,99.242,87.08,79,0.03,0.05,0.05,0.05,119.9511111,1.25,22.60416667,120.7291667,1107,no,79.97847969,5,5.271428571,3.70125261,7.6,6.758211552,0.062412368,6.8,0.0,6.37493389,0.060228239,1.968128045,41.00104384,59,16,4.51809325,9,0,0.14,6.7,6.353333333,87.08,79.0,0.03,0.05,0.05,0.05,960000,9.6
824,17,20M,960000,nov.20,3,202,15,18,14,2,0.38,                                                    ,93.7,5,47,159,0.05,19,52,81,4.569,0.43,0.31,33.98,121.829,258.652,4.3,2.557,3.9,4.0,4.0,4.1,221.0,230.0,1.08,1.05,41.0,62.0,53,64.68,87.22,77.42,8.0,8.1,1.054936306,1.484857028,99.005,98.911,88.17,83,0.03,0.05,0.05,0.05,119.912277,2.083333333,34.27083333,300.3125,2731,no,80.0,9,4.141666667,4.080154549,7.7,6.858377239,0.067735438,6.9,0.0,6.394910432,0.05964981,1.976048472,43.57534247,58,15,4.724973656,8,0,0.12,7.0,6.360833333,88.17,83.0,0.03,0.05,0.05,0.05,960000,9.6
825,17,20M,960000,nov.20,3,202,15,18,14,2,0.38,                                                    ,93.7,5,47,159,0.05,19,52,81,4.569,0.43,0.31,33.98,121.829,258.652,4.3,2.557,4.0,4.0,4.0,4.1,223.0,228.0,5.91,0.69,36.0,66.0,55,72.52,92.12,80.36,8.0,8.1,1.094745223,1.541244004,99.1,99.006,85.67,81,0.04,0.05,0.05,0.05,119.9735459,1.25,41.77083333,196.7708333,1811,no,79.97793345,6,8.166666667,3.692269852,7.4,6.954040759,0.074211807,7.0,0.0,6.317635278,0.061922866,1.96,41.74736472,54,17,5.151440618,9,0,0.08,6.775,6.3725,85.67,81.0,0.04,0.05,0.05,0.05,960000,9.6
826,17,20M,960000,nov.20,3,202,15,18,14,2,0.38,                                                    ,93.7,5,47,159,0.05,19,52,81,4.569,0.43,0.31,33.98,121.829,258.652,4.3,2.557,4.0,4.0,4.0,4.1,221.0,229.0,0.87,0.9,40.0,57.0,48,61.74,81.34,70.56,8.0,8.1,0.955414013,1.353287418,98.39,98.39,89.33,85,0.04,0.05,0.05,0.05,119.9456416,1.979166667,37.5,306.1458333,2849,no,79.95644599,8,15.51538462,3.820721036,8.2,6.461148057,0.072004694,6.5,0.0,6.436114806,0.071850964,2.02,44.66433322,60,14,5.03920196,9,3,0.09,6.745454545,6.4,89.33,85.0,0.04,0.05,0.05,0.05,960000,9.6
827,17,20M,960000,nov.20,3,202,15,18,14,2,0.38,                                                    ,93.7,5,47,159,0.05,19,52,81,4.569,0.43,0.31,33.98,121.829,258.652,4.3,2.557,4.0,4.0,4.0,4.1,221.0,229.0,0.89,0.94,38.0,60.0,48,67.62,80.36,73.5,8.1,8.1,0.943618778,1.409674394,99.196,99.29,96.67,93,0.02,0.05,0.05,0.05,119.9852419,5.104166667,30.72916667,385.4166667,3682,no,79.95686957,11,5.764285714,3.762600489,10.3,6.460363509,0.070822397,6.5,0.0,6.381667249,0.060792399,2.0,43.73855295,60,39,5.185948969,22,2,0.09,6.558333333,6.419166667,96.67,93.0,0.02,0.05,0.05,0.05,960000,9.6
828,13,10M,1920000,dec.20,3,202,15,18,14,2,0.38,                                                    ,93.7,5,47,159,0.05,19,52,81,4.569,0.43,0.31,33.98,121.829,258.652,4.3,2.557,3.2,3.4,3.3,3.4,112.0,115.0,0.8,0.72,37.0,72.0,54,60.76,72.52,67.62,6.1,6.1,1.658384979,2.076666523,99.1,99.006,90.17,87,0.02,0.05,0.05,0.05,119.984962,1.145833333,42.5,551.4583333,8682,no,80.0,12,4.95,2.928254307,5.3,5.83521577,0.558847252,5.6,0.0,5.576988102,0.049544494,1.593846564,79.40206002,88,61,176.4695436,227,120,1.29,6.407142857,5.133928571,90.17,87.0,0.02,0.05,0.05,0.05,1920000,19.2
829,13,10M,1920000,dec.20,3,203,15,18,14,1.8,0.27,                                                    ,94.0,5,49,165,0.05,19,52,81,4.569,0.43,0.31,33.98,121.829,258.652,4.3,2.557,3.2,3.3,3.3,3.3,111.0,113.0,0.85,0.65,37.0,65.0,55,52.92,68.6,63.7,6.0,6.1,1.769285209,2.015561272,99.008,99.195,98.33,92,0.02,0.05,0.05,0.05,119.9799965,0.9375,20.625,443.125,8483,no,80.0,12,4.279310345,2.76153304,4.5,6.360422907,0.071010364,6.4,0.0,5.471525991,0.045717915,1.513374449,79.05286344,89,62,170.4019383,193,151,0.31,6.172413793,5.4,98.33,92.0,0.02,0.05,0.05,0.05,1920000,19.2
830,13,10M,1920000,dec.20,3,203,15,18,14,1.8,0.27,                                                    ,94.0,5,49,165,0.05,19,52,81,4.569,0.43,0.31,33.98,121.829,258.652,4.3,2.557,3.3,3.3,3.3,3.4,110.0,115.0,0.96,1.1,42.0,67.0,52,50.96,72.52,58.8,6.1,6.1,1.645356141,1.805796977,98.913,99.1,94.83,90,0.02,0.05,0.05,0.05,119.9538028,1.71875,48.07291667,505.78125,3717,yes,80.0,7,3.664285714,2.690434169,6.1,6.271496647,0.090059026,6.3,0.080056477,5.487585598,0.085924053,1.549759972,79.04853512,123,0,173.5180021,280,0,0.27,6.835714286,5.325,94.83,90.0,0.02,0.05,0.05,0.05,1920000,19.2
831,13,10M,1920000,dec.20,3,203,15,18,14,1.8,0.27,                                                    ,94.0,5,49,165,0.05,19,52,81,4.569,0.43,0.31,33.98,121.829,258.652,4.3,2.557,3.1,3.4,3.3,3.3,110.0,115.0,1.7,1.28,40.0,67.0,51,62.72,80.36,71.54,6.0,6.1,1.592356688,2.263630352,98.483,98.39,94.5,88,0.02,0.05,0.05,0.05,121.217881,8.333333333,151.6145833,1050.260417,8604,no,30.28051354,21,55.56923077,5.750477032,11.1,5.760611415,0.096501441,5.8,1.866601873,5.657805266,0.06392038,1.712643577,302.1781233,431,14,208.0162573,345,98,1.91,6.2,5.483913043,94.5,88.0,0.02,0.05,0.05,0.05,1920000,19.2
832,13,10M,1920000,dec.20,3,203,15,18,14,1.8,0.27,                                                    ,94.0,5,49,165,0.05,19,52,81,4.569,0.43,0.31,33.98,121.829,258.652,4.3,2.557,3.1,3.3,3.2,3.3,110.0,113.0,0.73,0.8,46.0,72.0,58,58.8,81.34,74.48,6.0,6.1,1.865791675,2.356656257,98.958,98.958,94.67,92,0.02,0.05,0.05,0.05,119.9453201,1.822916667,30.05208333,566.6145833,7952,no,80.0,11,4.0,2.656039154,7.7,7.466526831,0.580905353,7.6,0.090683447,5.481709491,0.083555895,1.466072365,78.00122356,89,52,177.4022024,205,82,0.31,7.437037037,5.292222222,94.67,92.0,0.02,0.05,0.05,0.05,1920000,19.2
833,13,10M,1920000,dec.20,3,203,15,18,14,1.8,0.27,                                                    ,94.0,5,49,165,0.05,19,52,81,4.569,0.43,0.31,33.98,121.829,258.652,4.3,2.557,3.2,3.3,3.3,3.4,112.0,115.0,0.71,0.71,44.0,64.0,52,60.76,74.48,66.64,6.0,6.1,1.672778743,2.046569907,99.337,99.337,91.17,85,0.02,0.05,0.05,0.05,119.9875044,0.625,12.23958333,211.25,4022,no,80.0,8,4.326666667,2.775314549,4.1,5.956866915,0.064567669,6.0,0.0,5.470003544,0.046308232,1.589138756,76.0613149,84,60,163.383484,183,146,0.05,6.42,5.498666667,91.17,85.0,0.02,0.05,0.05,0.05,1920000,19.2
834,13,10M,1920000,dec.20,3,204,15,18,14,1.5,0.3,                                                    ,94.3,4,46,158,0.05,19,52,81,4.569,0.43,0.31,33.98,121.829,258.652,4.3,2.557,3.2,3.3,3.3,3.3,111.0,115.0,0.78,1.03,35.0,61.0,52,56.84,72.52,64.68,6.1,6.1,1.645356141,2.046569907,99.054,99.148,90.17,83,0.02,0.05,0.05,0.05,119.9981295,0.729166667,28.17708333,311.4583333,5882,no,80.0,8,3.031578947,2.78378187,5.2,6.155771955,0.068622297,6.2,0.0,5.438907578,0.050358657,1.549870751,76.74557365,94,58,168.6069405,196,68,0.16,5.610526316,5.309473684,90.17,83.0,0.02,0.05,0.05,0.05,1920000,19.2
835,13,10M,1920000,dec.20,3,204,15,18,14,1.5,0.3,                                                    ,94.3,4,46,158,0.05,19,52,81,4.569,0.43,0.31,33.98,121.829,258.652,4.3,2.557,3.2,3.4,3.3,3.4,108.0,116.0,2.01,1.72,39.0,58.0,47,49.0,74.48,61.74,6.0,6.1,1.467465967,1.896086826,98.582,98.769,90.5,82,0.02,0.05,0.05,0.05,120.0006988,1.927083333,30.41666667,420.625,5101,no,29.99580859,15,8.422222222,5.912859145,8.5,5.458093903,0.078909758,5.5,2.058794674,5.640753329,0.054916603,1.78301857,334.0047302,429,108,177.6392782,253,84,0.18,6.25,5.62875,90.5,82.0,0.02,0.05,0.05,0.05,1920000,19.2
836,13,10M,1920000,dec.20,3,204,15,18,14,1.5,0.3,                                                    ,94.3,4,46,158,0.05,19,52,81,4.569,0.43,0.31,33.98,121.829,258.652,4.3,2.557,3.1,3.3,3.2,3.3,112.0,115.0,0.74,0.67,45.0,72.0,57,65.66,75.46,70.56,6.1,6.1,1.803563462,2.232621717,98.96,99.148,90.5,89,0.02,0.05,0.05,0.05,120.0,0.78125,28.38541667,485.4166667,7319,no,79.98909219,12,4.684,2.803180774,4.4,6.945626436,0.613674049,7.3,0.0,5.464051953,0.036715131,1.475172292,75.08358367,86,63,163.3191377,232,147,0.55,6.708695652,5.341304348,90.5,89.0,0.02,0.05,0.05,0.05,1920000,19.2
837,13,10M,1920000,dec.20,3,204,15,18,14,1.5,0.3,                                                    ,94.3,4,46,158,0.05,19,52,81,4.569,0.43,0.31,33.98,121.829,258.652,4.3,2.557,3.2,3.4,3.3,3.4,109.0,116.0,1.48,1.67,34.0,62.0,45,54.88,72.52,63.7,6.0,6.1,1.405020607,1.956280058,98.863,98.769,91.0,82,0.03,0.05,0.05,0.05,120.0,1.09375,41.71875,363.4375,1713,no,29.99790466,8,6.455555556,5.776250437,6.8,5.110563134,0.301370546,5.0,2.086883526,5.603658622,0.05812122,1.817862889,331.7144106,418,24,170.7724729,205,113,0.16,5.8875,5.585,91.0,82.0,0.03,0.05,0.05,0.05,1920000,19.2
838,15,40M,1100000,dec.20,3,221,15,18,14,1.4,0.35,                                                    ,93.3,3,33,128,0.05,19,52,81,4.569,0.43,0.31,33.98,121.829,258.652,4.3,2.557,5.2,5.4,5.3,5.5,444.0,458.0,0.74,0.82,65.0,107.0,88,101.92,129.36,111.72,10.1,10.2,1.02770362,1.268435573,99.153,99.153,86.5,82,0.04,0.05,0.05,0.05,79.94512614,4.727272727,38.54545455,518.9090909,5035,no,44.99454876,13,5.118518519,3.255257816,5.3,8.861472915,0.076809485,8.9,3.624832623,8.472020694,0.057608019,2.427141408,0.293162913,25,0,193.9616555,720,119,1.0,8.246153846,8.573076923,86.5,82.0,0.04,0.05,0.05,0.05,1100000,11.0
839,15,40M,1100000,dec.20,3,221,16,18,14,1.4,0.35,                                                    ,93.3,3,33,128,0.05,19,52,81,4.353,0.42,0.32,32.431,118.373,253.651,4.3,2.557,5.2,5.4,5.3,5.4,444.0,457.0,0.84,0.94,68.0,106.0,83,105.84,123.48,113.68,10.1,10.1,0.969311369,1.327606221,98.657,98.657,83.17,80,0.02,0.05,0.05,0.05,79.94513416,8.090909091,171.0,1119.818182,5183,yes,44.98899119,14,4.696428571,3.362198068,6.1,8.514576203,0.501753808,8.3,3.559170525,8.558139722,0.076380319,2.466444534,19.8999396,37,0,189.4811758,455,96,0.26,8.540740741,8.387777778,83.17,80.0,0.02,0.05,0.05,0.05,1100000,11.0
840,17,20M,960000,jan.21,3,206,16,18,14,1.6,0.33,                                                    ,94.2,4,40,136,0.05,19,52,81,4.353,0.42,0.32,32.431,118.373,253.651,4.3,2.557,3.9,4.0,4.0,4.0,223.0,228.0,0.74,0.69,47.0,78.0,64,71.54,91.14,84.28,8.1,8.1,1.258158371,1.656837304,99.006,99.006,93.5,90,0.02,0.05,0.05,0.05,119.9793478,2.604166667,46.77083333,529.6875,4975,no,79.95655221,9,7.48,2.692060692,7.9,7.457515879,0.092165599,7.5,0.011856034,6.0650494,0.127534998,1.768352152,2.0,2,2,209.606916,267,131,0.33,6.45,5.973333333,93.5,90.0,0.02,0.05,0.05,0.05,960000,9.6
841,17,20M,960000,jan.21,3,206,16,18,14,1.6,0.33,                                                    ,94.2,4,40,136,0.05,19,52,81,4.353,0.42,0.32,32.431,118.373,253.651,4.3,2.557,4.0,4.1,4.1,4.1,222.0,231.0,0.75,0.93,40.0,57.0,50,60.76,76.44,68.6,8.1,8.1,0.958962173,1.315696101,98.059,98.059,87.83,82,0.03,0.05,0.05,0.05,119.9195467,2.5,39.89583333,1620.104167,15504,no,79.97769912,17,3.575510204,3.065417867,7.5,5.660158501,0.086312924,5.7,0.0,6.096469741,0.093790265,1.935673631,2.0,2,2,184.7110951,197,113,0.34,6.6125,6.019583333,87.83,82.0,0.03,0.05,0.05,0.05,960000,9.6
842,17,20M,960000,jan.21,3,206,16,18,14,1.6,0.33,                                                    ,94.2,4,40,136,0.05,19,52,81,4.353,0.42,0.32,32.431,118.373,253.651,4.3,2.557,4.0,4.0,4.1,4.1,223.0,227.0,0.63,0.49,28.0,60.0,50,58.8,78.4,70.56,8.1,8.1,0.982936227,1.353287418,99.431,99.337,87.5,81,0.02,0.05,0.05,0.05,119.9726538,1.354166667,33.33333333,432.5,4065,no,80.0,6,3.99375,3.254612937,8.5,5.561046306,0.085611419,5.6,0.0,6.008239661,0.085867801,1.92,2.0,2,2,188.2792506,209,147,0.34,5.64375,5.9775,87.5,81.0,0.02,0.05,0.05,0.05,960000,9.6
843,17,20M,960000,jan.21,3,206,16,18,15,1.6,0.33,                                                    ,94.2,4,40,136,0.05,19,52,81,4.353,0.42,0.32,32.431,118.373,253.651,4.4,1.787,4.0,4.0,4.0,4.1,220.0,227.0,0.68,0.82,42.0,57.0,50,62.72,75.46,69.58,8.1,8.1,0.982936227,1.33449176,98.202,98.295,87.5,85,0.02,0.05,0.05,0.05,119.9557828,1.979166667,38.75,1160.0,11106,no,80.0,12,3.863888889,3.506321429,7.3,5.35475,0.08574084,5.3,0.0,6.009282143,0.0774072,1.948553571,2.0,2,2,195.5089286,210,172,0.49,5.941666667,5.786111111,87.5,85.0,0.02,0.05,0.05,0.05,960000,9.6
844,17,20M,960000,jan.21,3,206,16,18,15,1.6,0.33,                                                    ,94.2,4,40,136,0.05,19,52,81,4.353,0.42,0.32,32.431,118.373,253.651,4.4,1.787,4.0,4.0,4.1,4.1,222.0,227.0,0.66,0.75,43.0,60.0,52,64.68,84.28,73.5,8.1,8.1,1.022253676,1.409674394,99.432,99.432,83.67,80,0.06,0.05,0.05,0.05,119.9720479,0.729166667,35.41666667,336.4583333,3216,no,79.97780127,8,5.161538462,3.513663717,8.6,5.559327434,0.088975762,5.6,0.0,6.009051327,0.079801137,1.93,2.0,2,2,197.4152212,216,183,0.3,5.941666667,5.876666667,83.67,80.0,0.06,0.05,0.05,0.05,960000,9.6
845,17,20M,960000,jan.21,3,207,16,18,15,1.5,0.3,                                                    ,94.3,4,42,153,0.05,19,52,81,4.353,0.42,0.32,32.431,118.373,253.651,4.4,1.787,4.0,4.1,4.1,4.1,221.0,228.0,0.71,0.81,42.0,62.0,52,63.7,80.36,71.54,8.1,8.1,0.99732066,1.372083077,98.769,98.769,83.0,80,0.02,0.05,0.05,0.05,119.9618796,3.333333333,54.0625,1071.875,1934,yes,79.78042792,6,9.877777778,3.594299789,7.4,5.654112248,0.259627199,5.6,0.013342746,6.074129898,0.101391589,1.925771267,6.124955877,313,2,198.2523826,250,82,0.3,4.9875,5.8175,83.0,80.0,0.02,0.05,0.05,0.05,960000,9.6
846,17,20M,960000,jan.21,3,207,16,18,15,1.5,0.3,                                                    ,94.3,4,42,153,0.05,19,52,81,4.353,0.42,0.32,32.431,118.373,253.651,4.4,1.787,3.9,4.0,4.0,4.1,223.0,231.0,0.76,1.06,43.0,75.0,59,72.52,95.06,84.28,8.1,8.1,1.159864748,1.616426638,98.439,98.532,87.67,84,0.02,0.05,0.05,0.05,119.9467491,2.395833333,41.14583333,1189.791667,11344,no,79.97810734,15,3.091666667,3.132153076,8.1,6.953755365,0.091909905,6.9,0.017739628,6.098490701,0.098356132,1.8,64.43955651,516,2,208.8172389,306,141,0.33,6.691176471,6.065588235,87.67,84.0,0.02,0.05,0.05,0.05,960000,9.6
847,17,20M,960000,jan.21,3,207,16,18,15,1.5,0.3,                                                    ,94.3,4,42,153,0.05,19,52,81,4.353,0.42,0.32,32.431,118.373,253.651,4.4,1.787,4.0,4.1,4.1,4.1,223.0,230.0,0.79,0.74,39.0,60.0,48,65.66,81.34,73.5,8.1,8.1,0.920603686,1.409674394,98.769,98.769,86.25,79,0.04,0.05,0.05,0.05,119.9501064,2.604166667,49.0625,699.1666667,5935,no,79.9121813,12,3.542857143,3.643631823,12.6,5.354944663,0.099738974,5.4,0.0,6.113862906,0.083523742,1.964855409,20.90574795,805,2,185.0428418,216,96,0.32,7.410526316,6.005789474,86.25,79.0,0.04,0.05,0.05,0.05,960000,9.6
848,17,20M,960000,jan.21,3,207,16,18,15,1.5,0.3,                                                    ,94.3,4,42,153,0.05,19,52,81,4.353,0.42,0.32,32.431,118.373,253.651,4.4,1.787,3.9,4.0,4.0,4.1,223.0,229.0,0.91,0.77,36.0,71.0,55,70.56,92.12,80.36,8.1,8.2,1.08122985,1.522448346,98.483,98.39,86.67,79,0.02,0.05,0.05,0.05,119.9549505,2.1875,29.0625,1191.041667,11400,no,80.0,17,4.142857143,3.830290011,7.6,5.654314357,0.100054627,5.7,0.0,6.126999642,0.082351405,1.931779449,2.264232009,172,2,185.6233441,207,108,0.34,5.537142857,5.955142857,86.67,79.0,0.02,0.05,0.05,0.05,960000,9.6
849,17,20M,960000,jan.21,3,207,16,18,15,1.5,0.3,                                                    ,94.3,4,42,153,0.05,19,52,81,4.353,0.42,0.32,32.431,118.373,253.651,4.4,1.787,4.0,4.0,4.0,4.1,220.0,228.0,0.86,1.0,41.0,60.0,51,60.76,88.2,75.46,8.1,8.1,1.002594952,1.447265711,98.159,98.438,83.67,80,0.05,0.05,0.05,0.05,119.9928144,2.1875,37.39583333,1439.895833,13739,no,89.91194082,18,4.625,4.144794275,8.4,5.157316637,0.123851741,5.1,0.0,6.072794275,0.091576655,1.967778175,143.3012522,259,2,160.6354204,204,93,0.36,5.243181818,5.991590909,83.67,80.0,0.05,0.05,0.05,0.05,960000,9.6
850,13,10M,1920000,jan.21,3,205,16,19,15,1.8,0.28,                                                    ,94.1,5,48,170,0.0495,18,50,81,4.353,0.42,0.32,32.431,118.373,253.651,4.4,1.787,3.2,3.3,3.3,3.3,112.0,116.0,0.85,0.81,37.0,64.0,48,60.76,74.48,68.6,6.1,6.1,1.518790284,2.170604447,97.822,97.822,93.33,90,0.06,0.05,0.05,0.05,159.9970937,1.5625,27.55208333,981.875,18516,no,79.94237918,21,9.793478261,3.805965242,9.1,6.156411461,0.080417584,6.2,1.106153124,5.598374824,0.064342054,1.786195397,183.926961,271,123,288.8090653,333,248,1.63,7.353488372,5.43255814,93.33,90.0,0.06,0.05,0.05,0.05,1920000,19.2
851,13,10M,1920000,jan.21,3,205,16,19,15,1.8,0.28,                                                    ,94.1,5,48,170,0.0495,18,50,81,4.353,0.42,0.32,32.431,118.373,253.651,4.4,1.787,3.2,3.4,3.4,3.5,111.0,114.0,3.51,0.77,36.0,59.0,47,52.92,70.56,63.7,6.1,6.1,1.443409148,1.900386342,96.506,96.78,93.0,91,0.05,0.05,0.05,0.05,159.9902205,2.135416667,76.66666667,1297.5,24254,no,79.92268041,19,5.481666667,3.9996673,8.7,5.255014259,0.065726633,5.3,2.500855513,5.644845532,0.060759983,1.907076996,173.8578897,277,106,245.7369297,287,133,0.28,6.296428571,5.646071429,93.0,91.0,0.05,0.05,0.05,0.05,1920000,19.2
852,13,10M,1920000,jan.21,3,208,16,19,15,1.3,0.29,                                                    ,94.5,3,39,144,0.0495,18,50,81,4.353,0.42,0.32,32.431,118.373,253.651,4.4,1.787,3.3,3.4,3.4,3.5,112.0,116.0,1.3,1.03,34.0,56.0,44,50.96,68.6,62.72,6.0,6.1,1.373797927,1.871149629,98.297,98.39,90.0,87,0.07,0.05,0.05,0.05,160.0,0.78125,29.79166667,306.9270833,5782,no,79.98548009,10,4.15625,3.924283028,7.7,4.861448049,0.06059793,4.9,2.727503526,5.682336624,0.043239864,1.987202633,174.5728726,226,145,224.7722144,277,103,0.1,5.473333333,5.714,90.0,87.0,0.07,0.05,0.05,0.05,1920000,19.2
853,13,10M,1920000,jan.21,3,208,16,19,15,1.3,0.29,                                                    ,94.5,3,39,144,0.0495,18,50,81,4.353,0.42,0.32,32.431,118.373,253.651,4.4,1.787,3.3,3.4,3.3,3.4,111.0,116.0,0.79,1.12,36.0,61.0,48,60.76,72.52,67.62,6.0,6.1,1.498688647,2.076666523,98.44,98.627,91.33,88,0.03,0.05,0.05,0.05,160.0,1.09375,17.23958333,515.1041667,9473,no,79.9569245,12,5.266666667,4.148659986,8.8,5.354905616,0.069033009,5.4,2.292938709,5.62756467,0.061013298,1.88233279,171.2474948,276,129,246.4343976,314,105,0.24,4.720833333,5.762916667,91.33,88.0,0.03,0.05,0.05,0.05,1920000,19.2
854,13,10M,1920000,jan.21,3,208,16,19,15,1.3,0.29,                                                    ,94.5,3,39,144,0.0495,18,50,81,4.353,0.42,0.32,32.431,118.373,253.651,4.4,1.787,3.3,3.4,3.3,3.4,112.0,118.0,0.95,1.09,35.0,61.0,49,60.76,72.52,66.64,6.0,6.1,1.529911328,2.046569907,98.627,98.627,91.33,88,0.13,0.05,0.05,0.05,160.0,1.09375,24.21875,312.7604167,5709,no,79.997208,10,5.2375,4.155955161,9.8,5.461513312,0.063307191,5.5,2.608734236,5.623070995,0.061791967,1.908388603,177.2094816,276,150,239.9712751,282,180,0.17,6.0,5.708125,91.33,88.0,0.13,0.05,0.05,0.05,1920000,19.2
855,13,10M,1920000,jan.21,3,208,16,19,15,1.3,0.29,                                                    ,94.5,3,39,144,0.0495,18,50,81,4.353,0.42,0.32,32.431,118.373,253.651,4.4,1.787,3.3,3.4,3.3,3.4,112.0,117.0,2.61,1.07,33.0,61.0,46,56.84,74.48,63.7,6.0,6.1,1.436243287,1.956280058,98.58,98.58,89.5,88,0.06,0.05,0.05,0.05,160.0,1.09375,38.17708333,165.4166667,2530,no,79.92772208,5,5.177777778,4.070841121,8.9,5.355121609,0.059112019,5.4,2.705659495,5.606328344,0.042892917,1.933769878,179.1050047,243,122,216.0418616,270,120,0.16,5.275,5.67,89.5,88.0,0.06,0.05,0.05,0.05,1920000,19.2
856,23,20M,960000,jan.21,5,184,16,19,15,0.93,0.24,0.07,95.1,1.67,36.96,153.18,0.0495,18,50,81,4.353,0.42,0.32,32.431,118.373,253.651,4.4,1.787,4.0,4.1,4.0,4.2,222.0,231.0,2.14,1.05,40.0,60.0,48,58.8,68.6,64.68,8.0,8.1,0.932111232,1.210977432,98.153,98.153,88.0,84,0.03,0.31,0.06,0.08,160.0,1.979166667,35.9375,697.1875,6422,no,100.0,10,9.170588235,3.707276995,8.3,6.252488263,0.074295856,6.3,0.0,6.400370892,0.060257811,2.135464789,211.4173709,245,158,250.9896714,293,146,0.29,5.917647059,6.463529412,88.0,84.0,0.03,0.31,0.06,0.08,960000,9.6
